Id,Name,TypeDesc,License,LicenseType,Owner,Location,Phone,Status,BeginDate,EndDate,OpenDate,LastInspection,NextInspection,FollowUpDate,ReinspectDate,DateClosed,Complexity,LastInspectionStatus,Address
305,Matrix Head Start-Manuel Reyes,Food Service Establishment,33988,SFE,Matrix Head Start,"(42.309964,-83.131547)",831-1000,OPEN,,,,9/12/17,2/9/18,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"8500 Vernor Hwy, Detroit, MI 48209, USA"
306,"Lou's Finer Deli, Inc.",Food Service Establishment,33990,SFE,"Lou's Finer Deli, Inc.","(42.417274,-83.1528603)",313-861-1011,OPEN,,,,8/30/17,1/27/18,9/9/17,,,O,NOT IN COMPLIANCE,"8224 W McNichols Rd, Detroit, MI 48221, USA"
307,Huddle Lounge,Food Service Establishment,33992,SFE,"Cecil Anthony Norman, LLC","(42.4497942,-82.9570241)",372-2581,PERMANENTLY CLOSED,,,,5/10/11,4/9/12,12/30/1899,12/30/1899,,O,NOT IN COMPLIANCE,"15880 East 8 Mile Road, Detroit, MI 48205, USA"
308,Capers,Food Service Establishment,33993,SFE,Gary F. Jacobs,"(42.4405414,-82.97365649999999)",313-527-2100,OPEN,,,,10/10/17,3/9/18,10/20/17,,,Z,IN COMPLIANCE,"14726 Gratiot Ave, Detroit, MI 48205, USA"
309,P.P.H. Lounge,Food Service Establishment,33995,SFE,Josephine L. Anderson,"(42.41958100000001,-83.00413499999999)",313-371-9821,OPEN,,,,8/21/17,7/22/18,9/20/17,,,X,NOT IN COMPLIANCE,"11526 Portlance Ave, Detroit, MI 48205, USA"
310,Peace Baptist Church,Food Service Establishment,33997,SFE,Ronald Turner,"(42.4119346,-83.0733001)",368-2304,PERMANENTLY CLOSED,,,,7/30/07,6/29/08,12/30/1899,12/30/1899,6/29/10,O,NOT IN COMPLIANCE,"13450 Goddard St, Hamtramck, MI 48212, USA"
311,Odell's Lounge,Food Service Establishment,33999,SFE,Sarah Rowen,"(42.360731,-83.037075)",313-622-7313,TEMPORARILY CLOSED,,,,6/25/08,5/26/09,7/5/08,12/30/1899,,O,NOT IN COMPLIANCE,"4200 Chene, Detroit, MI 48207, USA"
312,Johnny Rockets,Food Service Establishment,34000,SFE,Olympia Entertainment Inc.,"(42.33853,-83.052156)",,OPEN,,,,9/30/08,2/27/09,10/10/08,12/30/1899,,O,IN COMPLIANCE,"2239 Woodward Ave, Detroit, MI 48201, USA"
313,R.A.R.D. El Capri Bar,Food Service Establishment,34001,SFE,Robert Lovely,"(42.3766864,-83.03100979999999)",923-3803,OPEN,,,,3/30/17,2/28/18,12/30/1899,12/30/1899,,O,NOT IN COMPLIANCE,"1673 E Grand Blvd, Detroit, MI 48211, USA"
314,Little Mary's River Inn,Food Service Establishment,202809,SFE,"D. Hill Enterprises, LLC","(42.3590883,-83.1156591)",313-605-3225,OPEN,,,,8/30/17,7/31/18,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"7741 Grand River Ave, Detroit, MI 48204, USA"
315,Robinson Dairy Vending,LHD - Vending,34007,SVN,Frank Caramagno,"(42.3302555,-83.058274)",313-893-0200,OPEN,,,,3/14/05,9/10/05,12/30/1899,12/30/1899,,O,,"1301 3rd Ave, Detroit, MI 48226, USA"
316,Cesar Chavez Academy Elementary,Non-Public School,34008,SFE,Javier Garibay,"(42.311039,-83.1293397)",843-9440,OPEN,,,,9/12/17,3/11/18,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"8126 Vernor Hwy, Detroit, MI 48209, USA"
317,Elbow Lounge,Food Service Establishment,34011,SFE,Kevin Nottage,"(42.3649125,-83.011253)",878-2061,OPEN,,,,2/2/17,1/3/18,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"7310 Mack Ave, Detroit, MI 48214, USA"
318,Cadieux Cafe,Food Service Establishment,34013,SFE,"Cadieux Cafe, Inc.","(42.40156229999999,-82.9264786)",882-8560,OPEN,,,,8/7/17,1/4/18,12/30/1899,12/30/1899,,O,NOT IN COMPLIANCE,"4300 Cadieux Rd, Detroit, MI 48224, USA"
319,G. D. Tubbs,Food Service Establishment,34014,SFE,Gary Campbell,"(42.4179256,-82.9371707)",,PERMANENTLY CLOSED,,,,,3/6/06,12/30/1899,12/30/1899,,O,,"9198 Cadieux Rd, Detroit, MI 48224, USA"
320,Lucky II Lounge,Food Service Establishment,64083,SFE,Tonia R. Owens,"(42.445594,-82.97019999999999)",332-1978,OPEN,,,,11/15/12,4/14/13,12/30/1899,12/30/1899,12/4/13,Y,NOT IN COMPLIANCE,"15146 Gratiot Ave, Detroit, MI 48205, USA"
321,Barsamian Preparatory Center,Public School,34016,SFE,Detroit Board of Education,"(42.3719429,-83.0778706)",873-1288,PERMANENTLY CLOSED,,,,10/20/11,3/18/12,12/30/1899,12/30/1899,10/20/11,O,NOT IN COMPLIANCE,"7650 2nd Ave, Detroit, MI 48202, USA"
322,"Twentieth Century Club, (Gem Theatre)",Food Service Establishment,34017,SFE,Charles Forbes,"(42.3376476,-83.0461643)",313-963-9800,OPEN,,,,10/26/17,3/25/18,,12/30/1899,,O,IN COMPLIANCE,"333 Madison St, Detroit, MI 48226, USA"
323,VIP Hot Dogs #1,LHD - Mobile Food Establishmen,37523,SMF,Keith Garrett,"(42.379852,-83.07413799999999)",,OPEN,,,,,,12/30/1899,12/30/1899,,O,,"327 E Philadelphia St, Detroit, MI 48202, USA"
2902,AVI Foodsystems,LHD - Vending,40623,SVN,Michael Sofranko,"(42.3800828,-83.0463127)",330-372-6000,OPEN,,,,,,12/30/1899,12/30/1899,,O,,"2500 E Grand Blvd, Detroit, MI 48211, USA"
325,Comet Bar,Food Service Establishment,61795,SFE,Harry Alexander,"(42.3398175,-83.05592039999999)",963-6063,OPEN,,,,10/29/13,3/13/15,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"128 Henry St, Detroit, MI 48201, USA"
2903,AVI Foodsystems,LHD - Vending,40657,SVN,AVI Foodsystems,"(42.3800828,-83.0463127)",313-972-6105,OPEN,,,,,,12/30/1899,12/30/1899,,O,,"2500 E Grand Blvd, Detroit, MI 48211, USA"
327,"Toy Box II Bar and Grill, Inc.",Food Service Establishment,81059,SFE,"Rusty Lavoy, Pr.","(42.4141477,-83.2808075)",255-2386,OPEN,,,,7/11/17,6/11/18,12/30/1899,12/30/1899,4/30/15,Y,NOT IN COMPLIANCE,"24351 W McNichols Rd, Detroit, MI 48219, USA"
328,Duffy's Den,Food Service Establishment,34024,SFE,"D.O.G, Inc.","(42.4145092,-83.2853425)",538-0040,OPEN,,,,10/10/17,3/9/18,1/8/18,12/30/1899,,O,IN COMPLIANCE,"24800 W McNichols Rd, Detroit, MI 48219, USA"
329,Nite Cap Lounge Inc.,Food Service Establishment,34025,SFE,George Sabo,"(42.4139276,-83.2855306)",(313) 534-7591,OPEN,,,,7/10/17,6/10/18,12/30/1899,12/30/1899,,O,NOT IN COMPLIANCE,"24817 W McNichols Rd, Detroit, MI 48219, USA"
330,Raven Lounge & Restaurant,Food Service Establishment,34026,SFE,Tommie L. Stephens,"(42.3669157,-83.0419483)",924-7133,OPEN,,,,8/16/17,1/13/18,9/15/17,12/30/1899,,Z,NOT IN COMPLIANCE,"5145 Chene, Detroit, MI 48211, USA"
331,Gregg's Pizza BBQ,Food Service Establishment,34028,SFE,Peter M. Coratti,"(42.4181018,-83.1405041)",313-341-2400,OPEN,,,,8/4/17,1/1/18,,,,O,IN COMPLIANCE,"17160 Livernois Ave, Detroit, MI 48221, USA"
332,Herbey's Bar/Robin Nest Bar,Food Service Establishment,34030,SFE,James Simpson,"(42.3897362,-83.02269249999999)",,PERMANENTLY CLOSED,,,,3/21/07,2/19/08,3/31/07,12/30/1899,3/4/09,O,IN COMPLIANCE,"8343 Van Dyke Ave, Detroit, MI 48213, USA"
333,State Fair Lounge,Food Service Establishment,65939,SFE,Charles E. Gaston,"(42.4421079,-83.0045372)",521-8433,New owner/complete reconstruct,,,,4/26/07,3/26/08,5/6/07,12/30/1899,5/22/08,O,NOT IN COMPLIANCE,"19910 Hoover St, Detroit, MI 48205, USA"
335,Henry's Palace,Food Service Establishment,34034,SFE,Henry Lambert,"(42.4023333,-83.1475621)",313-341-9444,PERMANENTLY CLOSED,,,,2/16/11,1/17/12,2/26/11,12/30/1899,7/24/14,O,NOT IN COMPLIANCE,"7645 Fenkell Ave, Detroit, MI 48238, USA"
336,Detroit Entrepreneurship Institute,LHD - Vending,34036,SVN,David Manning,"(42.328245,-83.0495622)",,OPEN,,,,11/29/04,5/28/05,12/30/1899,12/30/1899,,O,,"Detroit, MI 48226, USA"
337,Happy's Pizza #2,Food Service Establishment,78368,SFE,Ramiz Kachi,"(42.433399,-83.07443169999999)",313-893-8000,OPEN,,,,9/7/17,2/4/18,9/10/17,,,O,NOT IN COMPLIANCE,"2855 Seven Mile E, Detroit, MI 48234, USA"
338,EL PAPA DE LOS POLLITOS,Food Service Establishment,67306,SFE,Herlinda Garcia,"(42.3213008,-83.092691)",478-8896,Plan Review,5/19/10,,,6/8/12,11/5/12,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"4049 Vernor Hwy, Detroit, MI 48209, USA"
339,Woo's Chop Suey,Food Service Establishment,34039,SFE,Woody Z. Chan,"(42.4040153,-82.934631)",,OPEN,,,,8/4/06,11/17/07,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"16618 E Warren Ave, Detroit, MI 48224, USA"
340,Little Caesar's Pizza #59,Food Service Establishment,34041,SFE,"Little Caesar Enterprises, Inc","(42.3917489,-83.198351)",838-8930,OPEN,,,,7/5/17,6/5/18,12/30/1899,12/30/1899,,O,NOT IN COMPLIANCE,"14301 Greenfield Rd, Detroit, MI 48227, USA"
2876,Aramark Mgmt.,LHD - Vending,34517,SVN,Aramark Mgmt.,"(42.328912,-83.0453995)",313-225-3346,OPEN,,,,,,12/30/1899,12/30/1899,,O,,"1 Woodward Ave, Detroit, MI 48226, USA"
342,The Well,Food Service Establishment,54617,SFE,GTV Enterprise Inc.,"(42.3345299,-83.0447046)",313-964-0776,OPEN,,,,4/7/17,3/8/18,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"1228 Randolph Street, Detroit, MI 48226, USA"
343,Georgia Cafe,Food Service Establishment,67903,SFE,Vernell D. Lloyd,"(42.4172921,-82.9354778)",313-882-8262,OPEN,10/6/10,,,11/1/13,3/31/14,12/30/1899,12/30/1899,,Z,IN COMPLIANCE,"17179 Harper Ave, Detroit, MI 48224, USA"
344,Sindbads Inc.,Food Service Establishment,34051,SFE,Sinbad's Inc,"(42.35771829999999,-82.9737195)",822-8000,OPEN,,,,8/15/17,1/12/18,12/30/1899,12/30/1899,,O,NOT IN COMPLIANCE,"100 St Clair St, Detroit, MI 48214, USA"
345,Teresa's Place,Food Service Establishment,34052,SFE,Russell Squire,"(42.4168442,-83.18378229999999)",313-862-2884,OPEN,,,,8/4/17,1/1/18,12/29/16,12/30/1899,,O,IN COMPLIANCE,"14000 W McNichols Rd, Detroit, MI 48235, USA"
346,Dunn-Inn,Food Service Establishment,34055,SFE,Dorothy Ann Dunn Corp.,"(42.435305,-82.95290299999999)",313-371-2956,OPEN,,,,8/7/13,7/8/14,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"19133 Kelly Rd, Detroit, MI 48224, USA"
347,Apex Lounge,Food Service Establishment,34056,SFE,Marvelous Veleria Persell,"(42.3762189,-83.0663675)",873-1190,PERMANENTLY CLOSED,,,,3/13/13,2/11/14,12/30/1899,12/30/1899,3/27/15,Y,IN COMPLIANCE,"7649 Oakland Ave, Detroit, MI 48211, USA"
2895,AVI Foodsystems,LHD - Vending,40646,SVN,AVI Foodsystems,"(42.3800828,-83.0463127)",313-972-6105,OPEN,,,,,,12/30/1899,12/30/1899,,O,,"2500 E Grand Blvd, Detroit, MI 48211, USA"
349,Jimmie Coopers Bar Inc.,Food Service Establishment,34061,SFE,Jimmie Coopers Bar Inc.,"(42.3744743,-82.9600275)",824-3926,TEMPORARILY CLOSED,,,,8/23/11,7/23/12,12/30/1899,12/30/1899,,O,NOT IN COMPLIANCE,"12625 Kercheval Ave, Detroit, MI 48215, USA"
350,ST. Cunegunda,Non-Public School,34062,SFE,Rev. Zbigniew Grankowski,"(42.3366124,-83.1469365)",,PERMANENTLY CLOSED,,,,,,12/30/1899,12/30/1899,,O,,"5874 St Lawrence St, Detroit, MI 48210, USA"
351,Haydays/Four Winds Bar,Food Service Establishment,34063,SFE,Elva M. Sterling,"(42.3866498,-83.231606)",995-8587,OPEN,,,,10/25/17,9/25/18,,,,X,NOT IN COMPLIANCE,"19338 Schoolcraft, Detroit, MI 48223, USA"
352,Lon's Coney Island,Food Service Establishment,34064,SFE,Fabijan Jakaj,"(42.4299311,-83.2151809)",537-3200,OPEN,,,,9/14/17,2/11/18,12/30/1899,12/30/1899,,Z,NOT IN COMPLIANCE,"17501 W Seven Mile Rd, Detroit, MI 48235, USA"
353,Aurora Coney Island,Food Service Establishment,60748,SFE,Llesh Milici,"(42.428742,-83.27380579999999)",543-2604,OPEN,,,,1/18/18,6/17/18,1/28/18,,,Z,NOT IN COMPLIANCE,"23671 W Seven Mile Rd, Detroit, MI 48219, USA"
354,AVI Foodsystems,Food Service Establishment,34072,SFE,AVI Foodsystems Inc.,"(42.3300182,-83.1554319)",,PERMANENTLY CLOSED,,,,4/4/06,9/1/06,12/30/1899,12/30/1899,,O,,"9400 McGraw Ave, Detroit, MI 48210, USA"
355,Detroit Athletic Club,Food Service Establishment,34074,SFE,"Detroit Athletic Club, Inc.","(42.3381012,-83.0473797)",(313) 442-1059,OPEN,,,,1/23/18,6/22/18,2/2/18,,,O,IN COMPLIANCE,"241 Madison St, Detroit, MI 48226, USA"
356,Paris Cafe,Food Service Establishment,34075,SFE,Frank Kory,"(42.3383225,-83.0328316)",446-9520,OPEN,10/11/05,,,12/17/07,5/15/08,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"1533 E Lafayette St, Detroit, MI 48207, USA"
357,Milleneum High School,Public School,34076,SFE,Detroit Public Schools,"(42.4145118,-83.2541552)",893-3300,PERMANENTLY CLOSED,,,,6/7/07,11/17/07,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"21511 W McNichols Rd, Detroit, MI 48219, USA"
358,Great Wall,Food Service Establishment,74080,SFE,Ai Qiao Zheng,"(42.3920628,-83.1989256)",313-837-8888,OPEN,12/19/12,,,11/16/17,4/15/18,11/26/17,,,Z,IN COMPLIANCE,"14307 Greenfield Rd, Detroit, MI 48227, USA"
359,Detroit Holiday Hall,Food Service Establishment,34080,SFE,Johnson K & H-Beatrice,"(42.434062,-83.032403)",(313) 368-7080,PERMANENTLY CLOSED,,,,10/5/07,3/3/08,10/15/07,12/30/1899,4/16/09,O,IN COMPLIANCE,"6801 Seven Mile E, Detroit, MI 48234, USA"
360,Gateway P.D.P.,Food Service Establishment,34081,SFE,COMMUNITY TREATMENT CENTERS IN,"(42.3663947,-82.9729636)",822-2126,OPEN,,,,7/6/10,12/3/10,12/14/07,12/30/1899,,O,IN COMPLIANCE,"11105 E Jefferson Ave, Detroit, MI 48214, USA"
361,Brandy's on 7,Food Service Establishment,78642,SFE,Margaret Miron,"(42.4337935,-83.0411302)",313-892-5221,OPEN,,,,8/21/17,7/22/18,9/20/17,,,O,NOT IN COMPLIANCE,"6141 Seven Mile E, Detroit, MI 48234, USA"
362,Sonny's Hamburgers,Food Service Establishment,202879,SFE,Michael Williams,"(42.3861128,-83.2368365)",535-2278,OPEN,,,,10/17/17,3/16/18,,,,Z,NOT IN COMPLIANCE,"20001 Schoolcraft, Detroit, MI 48223, USA"
363,J T's Bar & Grill,Food Service Establishment,61975,SFE,Will Williams/Wms Entertainmnt,"(42.3861454,-83.2317063)",273-2344,OPEN,10/10/08,,,8/17/09,1/14/10,8/27/09,12/30/1899,7/22/10,O,NOT IN COMPLIANCE,"19339 Schoolcraft, Detroit, MI 48223, USA"
364,Bob's Gourmet Delight,LHD - Vending,34086,SVN,Robert Lobert,"(42.422075,-83.036655)",586-268-9846,OPEN,,,,11/30/04,4/16/06,12/30/1899,12/30/1899,,O,,"17450 Filer St, Detroit, MI 48212, USA"
366,White Castle #50,Food Service Establishment,34090,SFE,"White Castle System, Inc.","(42.387854,-83.185553)",313-837-3084,PERMANENTLY CLOSED,,,,6/1/09,2/2/10,11/19/07,12/30/1899,10/4/09,O,IN COMPLIANCE,"14350 Grand River Ave, Detroit, MI 48227, USA"
367,Jackson's Five Star Catering,Food Service Establishment,34091,SFE,Anthony E. Jackson,"(42.4452619,-83.1415932)",313-345-3510,OPEN,,,,7/30/09,12/27/09,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"20504 Livernois Ave, Detroit, MI 48221, USA"
368,Juan's Corned Beef,Food Service Establishment,34092,SFE,James Assad,"(42.3429618,-83.2323444)",271-3556,PERMANENTLY CLOSED,,,,10/6/08,3/5/09,10/16/08,12/30/1899,1/20/10,O,NOT IN COMPLIANCE,"19533 W Warren Ave, Detroit, MI 48228, USA"
369,Cadillac Coney Island,Food Service Establishment,50839,SFE,Joseph Milicaj,"(42.3731945,-83.0454931)",,OPEN,,,,4/6/06,9/3/06,12/30/1899,12/30/1899,,O,,"5900 Chene, Detroit, MI 48211, USA"
370,Los Compadres,Food Service Establishment,66068,SFE,Guadalupe Macias,"(42.3012427,-83.1267944)",350-2002,OPEN,7/1/09,,,5/30/17,4/30/18,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"1132 Lawndale St, Detroit, MI 48209, USA"
371,Detroit #1 Coney Island,Food Service Establishment,34098,SFE,Fran Dedvukovic,"(42.3457222,-83.0571752)",313-832-7380,OPEN,,,,11/21/17,4/20/18,12/30/1899,12/30/1899,,O,NOT IN COMPLIANCE,"3433 Woodward Ave, Detroit, MI 48201, USA"
372,Mitch's Bar,Food Service Establishment,34099,SFE,Donald J. Housey,"(42.3376546,-83.0626904)",965-4542,OPEN,,,,7/15/14,6/15/15,12/30/1899,12/30/1899,4/9/15,O,IN COMPLIANCE,"2549 Grand River Ave, Detroit, MI 48201, USA"
373,"Please Station, Inc.",Food Service Establishment,34103,SFE,Benedetto Romano,"(42.4341921,-83.02639099999999)",893-4360,TEMPORARILY CLOSED,,,,2/2/05,8/1/05,12/30/1899,12/30/1899,,O,,"7541 Seven Mile E, Detroit, MI 48234, USA"
374,Royal Family Dining,Food Service Establishment,78741,SFE,Neta Marku,"(42.42696850000001,-83.2826675)",313-255-8639,PERMANENTLY CLOSED,,,,6/11/15,11/8/15,,,,O,NOT IN COMPLIANCE,"24480 Grand River Ave, Detroit, MI 48219, USA"
375,Gourmays,Food Service Establishment,46752,,May Brice/George Brice,"(42.4311248,-83.1668413)",,PERMANENTLY CLOSED,,,,,,12/30/1899,12/30/1899,,O,,"10517 W Seven Mile Rd, Detroit, MI 48221, USA"
376,MANHATTAN STYLE HOT DOGS,LHD - Mobile Food Establishmen,34112,SMF,JEROME KING,"(42.3830209,-83.1995622)",,OPEN,,,,,,12/30/1899,12/30/1899,,O,,"12843 Greenfield Rd, Detroit, MI 48227, USA"
377,Fox Theatre,Food Service Establishment,34114,SFE,Olympia Entertainment Inc.,"(42.3383102,-83.05266619999999)",313-471-3202,OPEN,,,,7/12/17,6/12/18,12/30/1899,12/30/1899,,Y,NOT IN COMPLIANCE,"Fox Theatre, 2211 Woodward Ave, Detroit, MI 48201, USA"
3150,K-B's Corned Beef & Deli,Food Service Establishment,18701,SFE,Kenneth Banks,"(42.357506,-83.22389419999999)",581-8114,PERMANENTLY CLOSED,12/9/05,,,10/8/04,10/16/07,12/2/06,12/30/1899,,O,,"18701 Joy Rd, Detroit, MI 48228, USA"
379,Roostertail Inc.,Food Service Establishment,34117,SFE,Thomas Lee Schoenith,"(42.3559276,-82.9735699)",378-1666,OPEN,,,,9/27/17,2/24/18,9/27/17,12/30/1899,,O,NOT IN COMPLIANCE,"100 Marquette Dr, Detroit, MI 48214, USA"
380,White Castle #48,Food Service Establishment,34118,SFE,"White Castle System, Inc.","(42.400392,-82.999922)",579-9093,OPEN,,,,11/7/17,10/8/18,12/7/17,12/30/1899,,O,NOT IN COMPLIANCE,"10500 Gratiot Ave, Detroit, MI 48213, USA"
381,Jenna Hot Dog Cart,LHD - Mobile Food Establishmen,34119,SMF,Jennifer Thompson,"(42.3830209,-83.1995622)",,OPEN,,,,,,12/30/1899,12/30/1899,,O,,"12843 Greenfield Rd, Detroit, MI 48227, USA"
382,Centerfold,Food Service Establishment,34120,SFE,"Centerfold, Inc.","(42.4439222,-83.1024366)",,OPEN,,,,10/3/17,9/3/18,1/1/18,,,X,NOT IN COMPLIANCE,"20222 John R St, Detroit, MI 48203, USA"
383,Baker's Keyboard Lounge,Food Service Establishment,34121,SFE,John H. Colbert,"(42.4453562,-83.14157229999999)",313-345-6300,OPEN,,,,7/14/09,12/11/09,10/27/08,12/30/1899,,O,IN COMPLIANCE,"20510 Livernois Ave, Detroit, MI 48221, USA"
384,Subway #66,Food Service Establishment,72449,SFE,Louis Dortch,"(42.4468325,-83.07944289999999)",(313) 366-0910,OPEN,6/7/11,,,1/12/18,6/11/18,1/22/18,,1/6/10,O,IN COMPLIANCE,"2240 East 8 Mile Road, Detroit, MI 48234, USA"
385,"The Old Shillelagh, LLC",Food Service Establishment,200056,SFE,Richelle Lewis,"(42.3346008,-83.0440026)",964-0007,OPEN,,,,5/31/17,5/1/18,12/30/1899,12/30/1899,,Y,IN COMPLIANCE,"349 Monroe Ave, Detroit, MI 48226, USA"
386,Batter's Box Bar Inc,Food Service Establishment,81159,SFE,MIKHAIL J. KHALIL,"(42.3316588,-83.0699558)",964-5103,Other,,,,6/21/16,11/3/17,,,,O,IN COMPLIANCE,"1716 Michigan Ave, Detroit, MI 48216, USA"
387,O'Blivions,Food Service Establishment,34131,SFE,MIKHAIL KHALIL,"(42.3316159,-83.070747)",962-1383,OPEN,,,,7/28/16,12/25/16,7/28/16,12/30/1899,,O,IN COMPLIANCE,"1816 Michigan Ave, Detroit, MI 48216, USA"
388,Pappy's Bar and Grill,Food Service Establishment,81574,SFE,Spiro Uamuakas,"(42.3352109,-83.0422839)",983-4000,OPEN,,,,9/14/17,2/11/18,12/30/1899,10/5/17,,O,IN COMPLIANCE,"517 Monroe Ave, Detroit, MI 48226, USA"
389,Golden Fleece Restaurant Inc.,Food Service Establishment,34133,SFE, Nick Dionysopoulos,"(42.3352594,-83.04213709999999)",962-7093,OPEN,,,,9/14/17,2/11/18,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"525 Monroe Ave, Detroit, MI 48226, USA"
390,Arby's,Food Service Establishment,34134,SFE,Robert A. Asmar,"(42.3295852,-83.039529)",368-9140,OPEN,,,,2/1/08,7/17/09,2/27/09,12/30/1899,4/26/10,O,IN COMPLIANCE,"200 Renaissance Center, Detroit, MI 48243, USA"
391,McCarthy's,Food Service Establishment,34135,SFE,SEAMU-IN INC,"(42.32725809999999,-83.0737195)",,OPEN,,,,5/17/11,10/14/11,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"Detroit, MI 48216, USA"
2870,Michigan Commission for the Blind,LHD - Vending,TB205,SVN,Michigan Commission for the Bl,"(42.3248171,-83.06040109999999)",313-963-8976,OPEN,,,,,9/1/05,12/30/1899,12/30/1899,,O,,"1401 W Fort St, Rm 1006, Detroit, MI 48233, United States"
393,Camillian Cafe,Food Service Establishment,34139,,Julian W. Rainwater,"(42.3339428,-83.0443372)",,PERMANENTLY CLOSED,,,,,,12/30/1899,12/30/1899,,O,,"300 Monroe Ave, Detroit, MI 48226, USA"
394,Twisters Bar & Grill,Food Service Establishment,34140,SFE,Faisal Mohamed,"(42.329645,-83.150975)",,PERMANENTLY CLOSED,,,,7/27/05,1/23/06,12/30/1899,12/30/1899,,O,,"8916 Michigan Ave, Detroit, MI 48210, USA"
395,La Hungry Boyer,Food Service Establishment,53972,SFE,Vangel A. Dimanin,"(42.3286262,-83.15449939999999)",,TEMPORARILY CLOSED,,,,8/9/07,1/6/08,12/30/1899,12/30/1899,8/9/07,O,NOT IN COMPLIANCE,"9310 Michigan Ave, Detroit, MI 48210, USA"
396,Ozzie's,Food Service Establishment,34142,SFE,,"(42.339489,-83.1963912)",584-9091,New owner/complete reconstruct,,,,8/28/15,1/25/16,8/28/15,12/30/1899,,Z,NOT IN COMPLIANCE,"6593 Greenfield Rd, Detroit, MI 48228, USA"
397,Meetery Eatery,Food Service Establishment,44517,SFE,Jerry Brown,"(42.3598931,-83.0663457)",883-2460,OPEN,8/12/05,,,6/19/06,5/20/07,12/30/1899,12/30/1899,,O,,"5408 Woodward Ave, Detroit, MI 48202, USA"
398,Happy's Pizza,Food Service Establishment,34145,SFE,Happy P. Asker,"(42.4347237,-83.0027951)",527-0088,PERMANENTLY CLOSED,,,,9/14/12,8/15/13,12/30/1899,12/30/1899,,Y,NOT IN COMPLIANCE,"11831 Seven Mile E, Detroit, MI 48205, USA"
399,China Garden,Food Service Establishment,50399,SFE,Xiao Hong Ning,"(42.402285,-83.15922599999999)",313-933-3686,OPEN,,,,2/5/10,7/5/10,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"15228 Wyoming Ave, Detroit, MI 48238, USA"
400,Deli-Plaza Inc,Food Service Establishment,34149,SFE,"Deli Plaza, Inc./M.Coleman","(42.4261177,-83.1610895)",313-864-6145,OPEN,,,,7/13/17,6/13/18,6/9/16,12/30/1899,,O,IN COMPLIANCE,"18401 Wyoming Ave, Detroit, MI 48221, USA"
3163,Detroit Public Safety Academy,Non-Public School,77869,SFE,Isaiah Pettway,"(42.3249834,-83.06776479999999)",965-6916,OPEN,1/5/06,,,9/14/17,2/11/18,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"1250 Rosa Parks Blvd, Detroit, MI 48216, USA"
402,Great China Rest,Food Service Establishment,34153,,MA HONG FON,"(42.4046201,-82.9636744)",,PERMANENTLY CLOSED,,,,,,12/30/1899,12/30/1899,,O,,"14426 Harper Ave, Detroit, MI 48224, USA"
403,Universal Academy,Non-Public School,34154,SFE,Hamadeh Ed,"(42.3281933,-83.14207499999999)",581-6006,OPEN,,,,9/17/14,3/16/15,12/30/1899,12/30/1899,,O,NOT IN COMPLIANCE,"4612 Lonyo Ave, Detroit, MI 48210, USA"
404,Mississippi Connection,Food Service Establishment,34157,SFE,Esaw Shelby,"(42.4345545,-82.9906626)",,New owner/complete reconstruct,,,,4/7/05,2/13/08,3/25/07,12/30/1899,4/1/08,O,NOT IN COMPLIANCE,"13016 Seven Mile E, Detroit, MI 48205, USA"
405,Dynasty Chinese,Food Service Establishment,34158,SFE,Jian Chao Lee,"(42.3702968,-83.1392055)",313-491-8888,PERMANENTLY CLOSED,,,,1/31/13,6/30/13,12/30/1899,12/30/1899,1/31/13,O,NOT IN COMPLIANCE,"10225 Livernois Ave, Detroit, MI 48204, USA"
406,Sugarbakers,Food Service Establishment,34162,SFE,Deborah Lynn Lumbard,"(42.446957,-83.066656)",,TEMPORARILY CLOSED,,,,7/29/05,1/25/06,12/30/1899,12/30/1899,,O,,"3800 East 8 Mile Road, Detroit, MI 48234, USA"
407,Casey's Pub d/b/a The Red Corridor,Food Service Establishment,202811,SFE,Kimberly Powers,"(42.33163400000001,-83.0710567)",963-2440,OPEN,,,,4/19/17,9/1/18,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"1830 Michigan Ave, Detroit, MI 48216, USA"
408,Maltese Am Benevolent Society,Food Service Establishment,34164,SFE,Maltese American Benevolent So,"(42.331639,-83.07114059999999)",313-961-8393,OPEN,,,,11/3/17,3/18/19,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"1832 Michigan Ave, Detroit, MI 48216, USA"
